client_uuid,is_rider,language_code,signup_timestamp_utc,signup_city_id,first_eats_login_timestamp,first_eats_trip_request_timestamp_utc,lifetime_eats_orders
c8a91a58-5638-41b5-a8f8-0f9b39685b73,FALSE,es-ES,2019-09-23 17:57:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
68e7545b-4da4-4241-a833-4b41747744e9,FALSE,en-GB,2019-06-07 18:56:00,2033,2019-06-07 18:56:00,2019-06-08 19:43:00,2
d9a6fcb2-f19e-4486-8134-3168b89f3579,FALSE,es,2019-08-25 21:46:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
12447aa2-2ec5-49af-8fb7-202b76a62479,FALSE,es-ES,2019-09-19 18:49:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
00dd6527-0c06-49e7-b214-af9a524c89ad,FALSE,es-ES,2019-06-26 21:42:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
0c5a59dc-fe2b-477f-93fe-29e303b67128,FALSE,es-ES,2019-06-26 19:11:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
d660909b-2add-4cb5-b3d0-97dbfc51b242,TRUE,es,2019-06-26 15:25:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
0fa163ce-af52-44a3-b005-50bf0dd5cd03,FALSE,es-ES,2019-05-24 17:46:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
522c9766-3a3b-4228-a5eb-70b94659568a,TRUE,es,2019-06-26 14:06:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
8424dff0-9607-4cd2-92c3-c39f0260cb4c,FALSE,es-ES,2019-08-20 19:54:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
f27fca24-bbb1-435c-b07b-b42b25767c23,FALSE,es-ES,2019-07-21 18:59:00,2033,2019-07-21 19:30:00,2019-07-21 19:34:00,5
a4714f2a-1950-4daa-9d7f-2b527950feb8,FALSE,es,2017-06-22 14:57:00,579,2019-07-23 18:41:00,2019-07-28 11:31:00,17
b45b322c-1af6-4888-97d8-b4f32840d154,FALSE,es-ES,2019-06-27 13:39:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
41eb9b59-4fb1-4261-9e16-e10cd96c79e7,TRUE,es-ES,2019-09-01 23:02:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
4bfbf0eb-f4eb-46d0-adef-f93067ebd6c6,FALSE,es-ES,2019-06-27 19:50:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
0b165069-ff02-4a46-9397-a85adbdf2566,FALSE,es-ES,2019-04-10 10:22:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
953739d5-16af-4cb8-a0f7-6018e3f561bb,FALSE,es-ES,2019-09-19 18:01:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
8005f164-a7a8-4988-974f-f438d5adc7fc,TRUE,es-ES,2018-09-21 20:10:00,16,2019-04-10 20:38:00,2019-04-10 21:18:00,12
fc48c269-1011-461d-8bf2-201b89e06d4f,FALSE,es-ES,2019-07-17 11:09:00,2033,2019-07-17 11:10:00,2019-07-17 20:23:00,0
f7894c77-bdcd-4ab6-8acf-3baec7f24996,TRUE,es-ES,2019-05-25 10:37:00,2044,2019-05-25 10:39:00,2019-05-25 12:16:00,27
83bfb424-eac0-4539-9192-3e21e7ebd79f,FALSE,es,2019-05-14 20:32:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
7a4e5e02-6b9a-4fe2-a522-a465a7ae44b3,TRUE,es-ES,2019-06-05 18:22:00,2033,2019-06-05 18:22:00,2019-09-10 19:03:00,0
1e3599f2-ea0e-4440-a94a-fcae35dcc080,FALSE,es,2019-08-03 19:51:00,2033,2019-08-03 19:54:00,2019-08-03 19:54:00,0
a8883686-caf6-4484-a281-0f53dfaa3b52,FALSE,es-ES,2019-06-30 11:27:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
f145cf81-5555-4286-942e-66042152fe8b,FALSE,es-ES,2019-05-06 17:07:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
aacb2e65-0035-45f4-bc72-d9feb9a8bb3b,FALSE,en,2019-05-02 13:51:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
d55e6d37-3ec4-427d-85fb-fbaae77b4397,FALSE,es-ES,2019-06-30 21:56:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
50dd5fe9-e115-43fc-a0b8-3a85351104d0,FALSE,es-ES,2019-05-19 16:56:00,2038,2019-05-19 16:58:00,2019-05-19 19:02:00,57
65d0e6a9-ed4b-4d6c-8411-515aaa79f8d3,FALSE,es,2019-08-15 19:59:00,2033,2019-08-15 19:59:00,2019-09-02 20:15:00,83
0c539416-d480-4665-855d-22dde1ae9023,FALSE,es-ES,2019-08-06 13:01:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
f1004ce0-2ae9-42ef-a39b-6707db28dace,TRUE,es-ES,2019-07-29 14:14:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
57d6e75e-5344-4ac4-b517-e3fbebb04547,FALSE,es-ES,2019-05-04 16:41:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
d22cb9b6-1d94-4940-9e12-85a6cc44b12e,FALSE,es-ES,2019-09-12 16:00:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
aff01240-7ace-4909-8ad0-fcc21ed569e4,FALSE,es-ES,2019-05-17 18:51:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
d2fa8041-1fd5-4d3f-b4f6-d520cb90004c,FALSE,es-ES,2019-09-22 22:43:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
0cc4155d-2796-4b52-a0e9-a5165be26120,FALSE,es-ES,2019-08-09 18:29:00,2033,2019-08-09 18:29:00,2019-08-09 18:48:00,1
61ec1ed9-53d4-4eab-a025-38bbdad1996d,FALSE,es-ES,2019-07-03 18:26:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
66ec3e68-1215-4a7b-a7de-a6c4dcf64db0,FALSE,es-ES,2018-09-15 10:38:00,579,2019-07-17 18:58:00,2019-07-17 19:08:00,2
9d8431c6-dee4-4a03-8746-2cc4eef25ee0,FALSE,en,2019-06-05 09:33:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
275f159f-0950-484f-adc5-fdc770279006,TRUE,es,2017-07-08 23:13:00,579,2019-04-03 22:14:00,2019-05-06 12:23:00,2
a368fd89-4f8c-4083-b91b-712f8306f543,FALSE,es-ES,2019-09-29 20:56:00,2033,2019-09-29 20:56:00,2019-09-29 21:21:00,0
d63ba320-ea98-4d3c-95f7-30559f05d26e,FALSE,es-ES,2019-06-26 20:05:00,2033,2019-06-26 20:05:00,2019-06-26 20:20:00,1
8276a342-4824-45a9-bc04-33afd7fa2305,FALSE,es-ES,2019-05-18 19:23:00,16,2019-05-18 19:23:00,2019-05-18 19:27:00,2
41f8957f-2da4-45b0-83ef-9176d7de3fa9,FALSE,es,2019-09-07 11:20:00,2044,2019-09-07 11:20:00,2019-09-07 11:56:00,16
0a5eee43-309a-4ebc-a4f3-f306f9949c08,FALSE,es-ES,2019-04-25 12:36:00,2033,2019-04-25 12:36:00,2019-08-10 20:41:00,0
881dad1e-9eb0-4a7c-b99b-4903016a3099,FALSE,es,2019-08-29 20:22:00,2033,2019-08-29 20:22:00,2019-08-29 20:27:00,0
cf872aea-627a-4e24-a847-3f6592adbfbd,TRUE,es,2019-02-02 15:53:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
2ba8082f-8fc3-4c2c-830e-58dc6571258b,FALSE,es,2019-07-12 11:35:00,2033,2019-07-12 11:38:00,2019-07-12 11:38:00,0
f99452ec-feb0-4f3f-9a10-ed0e9f081e05,TRUE,es-ES,2019-07-20 17:39:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
a4fbddc3-88bd-4fb7-9c56-dc93b435a085,FALSE,es-ES,2019-04-25 19:19:00,2033,2019-04-25 19:19:00,2019-06-03 19:20:00,45
44d2758b-0a99-4606-87f0-b835f4fe0e81,TRUE,es-ES,2019-08-01 18:41:00,16,2019-09-17 11:14:00,2019-09-17 11:14:00,79
c1ae34d4-322e-4501-b2b2-4c6551a3fe2a,FALSE,en-GB,2019-09-06 21:11:00,580,2019-09-06 21:11:00,2019-09-06 21:32:00,1
8939a21d-c805-4dc9-ba00-758be9def8a5,FALSE,es-ES,2019-08-05 23:23:00,2033,2019-08-05 23:23:00,2019-08-06 17:26:00,0
9d3b6e64-3e0d-431a-85b3-8575b824c50a,FALSE,es,2019-06-19 20:57:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
2f493e2f-4d6a-4d79-98a5-2ff9c0b31498,TRUE,es-ES,2019-09-13 08:55:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
2c886c78-cf2b-41fe-a831-4f74a3d35b08,FALSE,es-ES,2019-07-02 19:45:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
7532a594-b31d-477d-b408-de79e7a53f73,FALSE,es-ES,2019-02-22 20:10:00,16,2019-07-26 17:26:00,2019-07-26 19:19:00,46
66d46c5d-1071-4767-80bb-92e6e7844176,FALSE,es-ES,2019-09-11 22:16:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
bc2fe957-e33b-4d65-8be6-d33054a79428,TRUE,es,2019-06-18 11:34:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
096affe9-dcd3-4f3a-8dfe-a735294fd78f,FALSE,es,2019-06-28 18:51:00,2033,2019-06-28 18:55:00,2019-06-28 18:55:00,0
39ad9bb3-749b-4a21-8752-15aaaaa6c1ca,FALSE,es-ES,2019-05-27 19:05:00,2033,2019-05-27 19:05:00,2019-06-09 19:42:00,81
5ec751d8-24b4-4866-8bf0-1ff42645afb5,FALSE,es-ES,2019-08-11 19:28:00,2044,2019-08-11 19:28:00,2019-08-11 19:41:00,1
fac6be38-f915-4427-b446-4cc5fa635ef7,FALSE,es-ES,2019-06-25 19:00:00,2033,2019-06-25 19:00:00,2019-06-25 19:13:00,0
44fd4574-46d2-4a0b-9420-b82f5463aab9,FALSE,es,2019-06-25 21:43:00,16,2019-06-25 21:43:00,2019-07-01 12:48:00,9
e47a4e88-3b03-4c61-9bba-112ea28f6e38,FALSE,es-ES,2019-04-29 16:28:00,16,2019-04-29 16:28:00,2019-06-16 19:44:00,11
cb29f285-a323-4e76-a4f9-2067076d409e,FALSE,es-ES,2019-05-17 19:57:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
65bbe39a-177a-48a9-b108-d38e05916079,FALSE,es,2019-01-21 20:36:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
29c1e261-a69c-4c93-b35e-7f4487172a6c,FALSE,es-ES,2019-06-29 19:53:00,2033,2019-06-29 19:59:00,2019-06-29 20:24:00,0
8b5abce7-c783-4fcb-b1e6-eda51f13d1f6,TRUE,es-ES,2019-01-18 22:29:00,230,2019-07-05 05:03:00,2019-07-21 19:08:00,8
5e19bfac-2a4b-47cf-9283-f0494bbf664f,FALSE,es-ES,2019-08-25 16:32:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
0c351c63-9cc7-4606-92ac-e864a409fc40,TRUE,en-GB,2019-05-18 19:24:00,2033,2019-05-18 19:24:00,2019-05-18 19:37:00,2
ac113d8e-0d67-4ee1-beff-333bc12c7675,FALSE,es-ES,2019-06-26 17:59:00,16,2019-06-26 18:00:00,2019-09-09 11:27:00,1
1191eff8-00c8-40eb-bf6e-8c1b165da667,FALSE,es-ES,2019-09-21 12:01:00,2033,2019-09-21 12:01:00,2019-09-27 19:55:00,95
07a353af-9923-438c-9843-a730d699e099,FALSE,es,2019-04-05 19:52:00,2033,2019-04-05 19:52:00,2019-04-05 20:35:00,0
4605226a-cbc0-4979-bdce-f5b2a6098456,FALSE,es-ES,2019-04-12 20:49:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
a39c8c5e-b260-439f-91c4-6e93e5325062,TRUE,es-ES,2019-06-20 15:15:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
e0eabbde-6c0f-4a32-82ed-f13c713c22d0,FALSE,es-ES,2019-06-25 12:42:00,2028,2019-06-25 12:42:00,2019-06-25 12:57:00,1
e413130e-3d0d-496e-b340-dd7a3928e411,TRUE,es,2014-12-03 23:00:00,16,2018-11-14 16:10:00,2018-11-14 16:20:00,180
5959ca18-57e5-492e-ae20-2f1bb67e4226,TRUE,es-ES,2019-08-18 16:18:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
b5be05da-dfcd-4c83-af3a-00dd0843d9bd,FALSE,es-ES,2019-08-12 20:43:00,2033,2019-08-12 20:44:00,2019-08-12 21:01:00,86
6f0de502-8a52-4588-b357-b56a72166795,FALSE,es-ES,2019-08-29 20:05:00,2033,2019-08-29 20:05:00,2019-08-29 20:33:00,0
f0a27c28-fcaa-49ba-b21f-bc638a318732,TRUE,es-ES,2018-06-23 13:34:00,52,2018-06-24 18:14:00,2018-06-25 00:13:00,10
41833eee-0e90-4a19-9180-b8610ec776d1,FALSE,es-ES,2019-05-18 20:08:00,2033,2019-05-18 20:10:00,2019-05-18 20:15:00,3
675c56bf-c606-42b1-8d53-64901cb10358,FALSE,es-ES,2019-06-25 17:10:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
acb4ed5a-9b4e-4021-a35e-efda23211188,TRUE,es-ES,2019-04-17 05:50:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
292ae3a7-cba4-4213-9335-f00e892834d1,FALSE,es-ES,2019-09-12 06:14:00,2033,2019-09-13 09:16:00,2019-09-27 18:39:00,0
94fa9d04-2b51-41b5-a429-c6798088c8e5,TRUE,es-ES,2019-06-04 19:28:00,16,2019-09-02 18:40:00,2019-09-02 18:45:00,6
dcec59e6-3dd2-46d1-a0f1-7f7ebdbd2265,FALSE,es-ES,2019-06-26 16:52:00,2028,2019-06-26 16:52:00,2019-06-26 18:27:00,9
634d76e7-6108-4cc1-926e-ca6644bb007a,FALSE,es-ES,2019-08-15 19:57:00,2033,2019-08-15 19:57:00,2019-08-15 20:14:00,8
2c10dbe1-3034-4978-939e-b3c92af16d9e,FALSE,es-ES,2019-08-27 18:10:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
b45d9ec7-b29e-4333-8980-1263e470e148,FALSE,es-ES,2019-07-19 00:06:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
f644f4c3-a7fa-46a7-bc39-8f868f22d908,FALSE,es-ES,2019-05-08 18:53:00,2033,2019-05-08 18:53:00,2019-09-15 13:59:00,1
acd77284-a88a-4b86-8f63-c91ad807d9f1,FALSE,es,2019-06-25 19:29:00,16,2019-06-25 19:32:00,2019-06-26 20:49:00,4
697ea47f-5eb6-4a17-86f9-0d10247dbff1,FALSE,es-ES,2019-06-30 18:36:00,2033,2019-06-30 18:39:00,2019-07-02 19:44:00,0
66a1ede1-4d01-4ead-8655-09cfa7da6f71,TRUE,en-GB,2017-10-14 04:02:00,618,2019-06-07 19:11:00,2019-06-09 18:28:00,22
b4ecfdd1-db5b-4fb0-855f-5049463beaf4,FALSE,es-ES,2019-09-01 15:50:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
4b17e28e-c23c-40e6-a114-8059285e5239,FALSE,es,2017-04-22 09:16:00,16,2019-05-19 12:51:00,2019-06-14 12:21:00,4
1add157e-099a-4b1f-be28-27ef4c68c81d,FALSE,es-ES,2019-07-27 15:51:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
608c562a-67f3-4c73-92e9-f6f203a24692,FALSE,es-ES,2019-06-22 07:39:00,2033,2019-06-22 07:39:00,2019-06-22 11:07:00,6
db3e9281-79ed-4d03-bcd4-68d76f9c441d,FALSE,es-ES,2019-08-01 15:35:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
fdbda1c9-f106-43e2-9f19-c9960927ef4b,FALSE,es-ES,2019-03-20 14:17:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
67814b70-b1d2-41c1-a6bf-3e28f871756d,FALSE,es-ES,2019-06-24 09:41:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
e089a38c-d205-4d26-97e3-ec55380448e9,FALSE,es-ES,2019-06-09 11:52:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
7c1c6949-ff12-417c-8ab3-198191bad5e5,FALSE,es-ES,2019-07-07 22:43:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
e2e398ae-6a4a-44a3-9964-4bd8f5e0b7a0,FALSE,es-ES,2019-04-17 15:04:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
a38a92cb-89fa-47bc-a2de-c448f5584605,TRUE,es-ES,2019-07-13 11:07:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
d048a8c6-f2be-41ee-bf33-29c685252cb2,FALSE,es-ES,2019-06-23 12:06:00,2033,2019-06-23 12:07:00,2019-06-28 12:43:00,1
e86f9ca2-05e7-4835-81ea-c5b354a9e8ef,FALSE,es-ES,2019-07-20 16:51:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
969aaaf0-0e1e-4b49-b8fd-e0d27e932ac7,FALSE,es-ES,2019-08-02 16:14:00,2033,2019-08-02 16:16:00,2019-08-23 19:32:00,0
d4233b07-1987-4b1a-8f53-d8d6c3affe6a,FALSE,es-ES,2019-07-29 17:32:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
1b4b54ed-e2c9-42bd-ab32-12306e3abb2c,FALSE,es-ES,2019-06-25 19:53:00,16,2019-06-25 19:54:00,2019-07-07 19:56:00,52
9d8d3423-f24a-473d-8379-668ab84b1d8f,FALSE,es-ES,2019-07-21 17:37:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
eadb37ce-829b-4c79-85aa-34432a69a27e,FALSE,es-ES,2019-05-27 11:18:00,2033,2019-05-27 11:18:00,2019-06-15 19:03:00,0
761e8764-452d-4830-8246-6ef14bdbb069,FALSE,en,2019-09-21 08:49:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
4f95bcd9-f86d-4490-ad28-9e9a2a770ca0,FALSE,es-ES,2019-06-04 14:46:00,2033,2019-06-04 14:54:00,2019-06-04 15:06:00,8
8d295a19-db29-4a86-a564-f635a8225fb9,TRUE,es-ES,2019-03-19 21:52:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
a9dc2b53-2296-4f3e-9031-cb6c22e7c68a,FALSE,es,2017-07-28 17:28:00,330,2019-06-25 20:27:00,2019-07-01 19:25:00,1
9db213fb-72fe-433f-877e-c5b644c93016,TRUE,es-ES,2019-04-24 14:12:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
a53882e1-f4a8-4441-80f3-c29712c4db57,TRUE,es-ES,2019-09-06 21:43:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
41841a70-43df-442a-8287-a83d60c7768c,TRUE,es,2017-03-06 21:16:00,1,2019-03-11 03:22:00,2019-06-28 19:57:00,36
294513ae-52fe-4aa8-ae7d-703e00614896,FALSE,es-ES,2019-05-02 13:30:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
9e45cd0a-9cbc-482d-a872-48683187e25b,FALSE,es-ES,2019-01-17 19:02:00,16,2019-01-17 19:13:00,2019-09-01 11:40:00,2
8a7d7394-748f-414c-8447-cdb7d4d9cf66,FALSE,es-ES,2019-06-25 19:07:00,2028,2019-06-25 19:07:00,2019-06-25 19:52:00,1
540e0c4d-cd51-43ca-8232-2721d18c2602,TRUE,es-ES,2019-07-29 00:21:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
f6c52d6c-ca81-4289-a40a-ffdf78281589,TRUE,es-ES,2019-04-11 17:38:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
39e14d76-5435-4f31-9a0f-01a33f31eec9,FALSE,de-AT,2019-09-16 17:17:00,2033,2019-09-16 17:20:00,2019-09-16 17:21:00,1
219cae31-0284-4c3d-bb26-2b1cff09c25c,FALSE,es-ES,2019-04-11 14:45:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
99f8c7d0-d979-4599-b387-713836b90723,TRUE,es-ES,2018-10-09 14:59:00,55,2019-04-28 22:00:00,2019-09-26 20:41:00,38
51698ae2-6e83-4289-8be1-5697d888e11f,FALSE,es-ES,2019-05-11 19:31:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
7ff5fedc-7a78-4c30-8bfe-00df2a1bc711,FALSE,es,2019-06-22 20:02:00,2033,2019-06-22 20:19:00,2019-06-22 20:19:00,0
2bf91835-a0f3-4528-9841-8c176eebc224,FALSE,es,2019-07-28 19:12:00,2033,2019-07-28 19:12:00,2019-07-28 19:17:00,0
f93bc7e1-66c9-4a19-8780-bc0da91059fc,FALSE,es-ES,2019-08-06 15:57:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
071f931d-d66d-403c-9dd2-8f4e472dc604,TRUE,es-ES,2019-07-22 20:58:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
2e7ffc89-9c79-42b1-bbf7-f7d05a57abbd,FALSE,es-ES,2019-09-01 20:13:00,1997,2019-09-01 20:13:00,2019-09-01 20:17:00,1
6260ff88-2a55-4417-9b88-44ee67f8ef70,FALSE,es-ES,2019-07-20 20:52:00,2044,2019-07-20 20:52:00,2019-07-20 20:57:00,3
da22ad25-f94a-4f0a-8b29-84c6c3d8f00a,TRUE,es,2019-05-23 21:55:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
8ec22668-a3ef-47bf-b769-8b0d72aeac0a,FALSE,es,2018-10-13 13:29:00,16,2019-05-12 09:04:00,2019-05-12 11:20:00,1
b03f7433-1533-4a37-b35d-edfa088f5829,TRUE,es-ES,2017-05-19 15:19:00,16,2019-03-03 22:23:00,2019-03-31 19:51:00,19
55b96249-efee-4ffd-ae79-f6bf90bad172,TRUE,es-ES,2019-06-15 10:58:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
16e20788-04b2-4af9-905c-b772c408b4a6,FALSE,en,2017-05-15 00:39:00,579,2019-04-23 20:21:00,2019-09-29 18:15:00,28
98433b54-d0da-4f29-ab61-ea7c97491c16,FALSE,es,2019-08-29 14:47:00,2033,2000-01-01 01:01:00,2000-01-01 01:01:00,0
